brand,product_name,product_type,primary_category,subcategory,taxonomy_path,reason_for_selection,confidence_level,variant_recommendation,duplicate_status,seo_priority,geo_priority,price,migration_key,source_title,slug,description,meta_title,meta_description,variant_count,image_count,story_eligible
Shoei,Shoei NXR 2 Faust TC-5 Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Shoei (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,78999,shoei-nxr-2-faust-tc-5-helmet,Shoei NXR 2 Faust TC-5 Helmet,shoei-nxr-2-faust-tc-5-helmet,The Shoei NXR is currently one of the most wanted Shoei helmets on the market. It is truly a helmet Shoei takes pride in. That’s… • AIM multi-ply matrix composite fibre. • 4 shell sizes (XXS-S / M / L / XL-XXL). • Integrated spoiler. • EPS inner shell available in 7 sizes. Available in multiple sizes and/or colours — select your variant.,Buy Shoei NXR 2 Faust TC-5 Helmet | Mile 27 Store,The Shoei NXR is currently one of the most wanted Shoei helmets on the market. It is truly a helmet Shoei takes pride in. That’s… AIM multi-ply matrix…,6,4,true
Shoei,Shoei RF-SR Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Shoei (score 54),High,Keep 42 variants (sizes/colours),Unique,High,High,55000,shoei-rf-sr-helmet,Shoei RF-SR Helmet,shoei-rf-sr-helmet,"The Shoei RF-SR Helmet takes every step possible to deliver a quiet, comfortable ride. The CWR-1 shield is held firmly against the eyeport using a… • Aerodynamic properties maximized through extensive wind tunnel and feedback from professional riders. • Dual-Layer EPS liner enhances impact absorption and ventilation. • Four shell and six EPS liner sizes increase fit options that help to comfortably fit most head sizes. • Two upper air intake vents are positioned to maximize air volume into the h",Buy Shoei RF-SR Helmet | Mile 27 Store,"The Shoei RF-SR Helmet takes every step possible to deliver a quiet, comfortable ride. The CWR-1 shield is held firmly against the eyeport using a……",42,9,true
Shoei,Shoei Photochromic Visor (CWR-F2PN),Helmet Accessories,Helmets,Helmet Accessories,Helmets > Helmet Accessories,Category fill: Helmets > Helmet Accessories (score 26),High,Single variant,Unique,High,High,30000,shoei-photochromic-visor-cwr-f2pn,Shoei Photochromic Visor (CWR-F2PN),shoei-photochromic-visor-cwr-f2pn,With a photochromic visors you are well-prepared for all light situations.,Buy Shoei Photochromic Visor (CWR-F2PN) | Mile 27 Store,With a photochromic visors you are well-prepared for all light situations.,1,1,false
Suomy,Suomy TX-Pro Chieftain Multi Carbon 2023 Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Suomy (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,68000,suomy-tx-pro-chieftain-multi-carbon-2023-helmet,Suomy TX-Pro Chieftain Multi Carbon 2023 Helmet,suomy-tx-pro-chieftain-multi-carbon-2023-helmet,"TX-PRO is the brand new latest generation SUOMY full face helmet derived from the racing world and made of TRICARBOCO (carbon-aramidic fibers-glass fibers) with a… • Visor in Polycarbonate injected, antiscratch, optic class 1. • Pinlock Max Vision 70. • Efficient ventilation (4 air intake). • Removable and washable hydrocool liner. Available in multiple sizes and/or colours — select your variant.",Suomy TX-Pro Chieftain Multi Carbon 2023 Helmet | Mile 27 Store,TX-PRO is the brand new latest generation SUOMY full face helmet derived from the racing world and made of TRICARBOCO (carbon-aramidic fibers-glass…,6,4,true
Suomy,Suomy TX-Pro Advance 2023 Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Suomy (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,68000,suomy-tx-pro-advance-2023-helmet,Suomy TX-Pro Advance 2023 Helmet,suomy-tx-pro-advance-2023-helmet,"TX-PRO is the brand new latest generation SUOMY full face helmet derived from the racing world and made of TRICARBOCO (carbon-aramidic fibers-glass fibers) with a… • Visor in Polycarbonate injected, antiscratch, optic class 1. • Pinlock Max Vision 70. • Efficient ventilation (4 air intake). • Removable and washable hydrocool inners. Available in multiple sizes and/or colours — select your variant.",Buy Suomy TX-Pro Advance 2023 Helmet | Mile 27 Store,TX-PRO is the brand new latest generation SUOMY full face helmet derived from the racing world and made of TRICARBOCO (carbon-aramidic fibers-glass…,18,3,true
Suomy,Suomy TX-Pro Flat Out 2023 Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Suomy (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,68000,suomy-tx-pro-flat-out-2023-helmet,Suomy TX-Pro Flat Out 2023 Helmet,suomy-tx-pro-flat-out-2023-helmet,"TX-PRO is the brand new latest generation SUOMY full face helmet derived from the racing world and made of TRICARBOCO (carbon-aramidic fibers-glass fibers) with a… • Visor in Polycarbonate injected, antiscratch, optic class 1. • Pinlock Max Vision 70. • Efficient ventilation (4 air intake). • Removable and washable hydrocool liner. Available in multiple sizes and/or colours — select your variant.",Buy Suomy TX-Pro Flat Out 2023 Helmet | Mile 27 Store,TX-PRO is the brand new latest generation SUOMY full face helmet derived from the racing world and made of TRICARBOCO (carbon-aramidic fibers-glass…,6,4,true
Suomy,Suomy MX Speed Pro Transition Motocross Helmet,Off Road,Helmets,Off Road,Helmets > Off Road,Category fill: Helmets > Off Road (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,60000,suomy-mx-speed-pro-transition-motocross-helmet,Suomy MX Speed Pro Transition Motocross Helmet,suomy-mx-speed-pro-transition-motocross-helmet,"MX SPEED PRO is the new SUOMY professional motocross helmet in TRICARBOCO (fiberglass-carbon-aramid) with dynamic and performing shapes, developed and optimized on the most famous… • Shell in Tricarboco in two sizes. • Protective polystyrene in 2 sizes. • Optimal ventilation for additional comfort. • Extra nose protector. Available in multiple sizes and/or colours — select your variant.",Suomy MX Speed Pro Transition Motocross Helmet | Mile 27 Store,"MX SPEED PRO is the new SUOMY professional motocross helmet in TRICARBOCO (fiberglass-carbon-aramid) with dynamic and performing shapes, developed and…",6,4,true
Suomy,Suomy Mr Jump Unleashed Motocross Helmet,Off Road,Helmets,Off Road,Helmets > Off Road,Category fill: Helmets > Off Road (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,51500,suomy-mr-jump-unleashed-motocross-helmet,Suomy Mr Jump Unleashed Motocross Helmet,suomy-mr-jump-unleashed-motocross-helmet,"A well-known name among fans of motocross and of all has to do with mud, sand and jumps, but which is difficult to leave behind.… • Shell in Tricarboco in two sizes. • Protective polystyrene in 3 sizes. • Optimal ventilation for additional comfort. • Removable, washable and replaceable inners. Available in multiple sizes and/or colours — select your variant.",Buy Suomy Mr Jump Unleashed Motocross Helmet | Mile 27 Store,"A well-known name among fans of motocross and of all has to do with mud, sand and jumps, but which is difficult to leave behind.… Shell in Tricarboco in…",18,6,true
Suomy,Suomy Mr Jump Hazard Motocross Helmet,Off Road,Helmets,Off Road,Helmets > Off Road,Category fill: Helmets > Off Road (score 54),High,Keep 12 variants (sizes/colours),Unique,High,High,51500,suomy-mr-jump-hazard-motocross-helmet,Suomy Mr Jump Hazard Motocross Helmet,suomy-mr-jump-hazard-motocross-helmet,"A well-known name among fans of motocross and of all has to do with mud, sand and jumps, but which is difficult to leave behind.… • Shell in Tricarboco in two sizes. • Protective polystyrene in 3 sizes. • Optimal ventilation for additional comfort. • Removable, washable and replaceable inners. Available in multiple sizes and/or colours — select your variant.",Buy Suomy Mr Jump Hazard Motocross Helmet | Mile 27 Store,"A well-known name among fans of motocross and of all has to do with mud, sand and jumps, but which is difficult to leave behind.… Shell in Tricarboco in…",12,8,true
Suomy,Suomy Track-1 Chieftain Multi Matt Black 2023 Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Suomy (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,49500,suomy-track-1-chieftain-multi-matt-black-2023-helmet,Suomy Track-1 Chieftain Multi Matt Black 2023 Helmet,suomy-track-1-chieftain-multi-matt-black-2023-helmet,"TRACK-1 is the New Generation full face helmet by Suomy, made in TRICARBOCO composite (aramidic fibers/Carbon/Fiberglass), characterized by dynamic and performing shapes, designed and developed… • Two sizes Tricarboco Composite shell. • Internal Protective Polystirene liner in THREE sizes. • Visor in Polycarbonate injected, antiscratch, optic class 1. • PINLOCK® Max Vision 70. Available in multiple sizes and/or colours — select your variant.",Suomy Track-1 Chieftain Multi Matt Black 2023 Helmet | Mile 27…,"TRACK-1 is the New Generation full face helmet by Suomy, made in TRICARBOCO composite (aramidic fibers/Carbon/Fiberglass), characterized by dynamic and…",6,4,true
Suomy,Suomy Pecco Bagnaia Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Suomy (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,33500,suomy-pecco-bagnaia-helmet,Suomy Pecco Bagnaia Helmet,suomy-pecco-bagnaia-helmet,"Born to satisfy the youngest Suomy riders, STELLAR is the full face helmet affordable to everyone inspired by the previous Speedstar to complete the range.… • ADT - The outer shell is made of injection-molded Thermoplastic reinforced resin. • Wide field of vision. • Optical Class 1 visor with variable thickness. • Pinlock 70 Max Vision. Available in multiple sizes and/or colours — select your variant.",Buy Suomy Pecco Bagnaia Helmet | Mile 27 Store,"Born to satisfy the youngest Suomy riders, STELLAR is the full face helmet affordable to everyone inspired by the previous Speedstar to complete the…",6,3,true
Suomy,Suomy Stellar Apache Helmet,Full Face,Helmets,Full Face,Helmets > Full Face,Brand selection: Suomy (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,33500,suomy-stellar-apache-helmet,Suomy Stellar Apache Helmet,suomy-stellar-apache-helmet,Born to satisfy the youngest Suomy riders. The Stellar is the full face helmet affordable to everyone inspired by the previous Speedstar to complete the… • shell made of ADT advanced thermoplastic material. • produced in two shell sizes. • internal polystyrene. • thermoformed wide vision shield (optical class 1) with Pinlock MaxVision. Available in multiple sizes and/or colours — select your variant.,Buy Suomy Stellar Apache Helmet | Mile 27 Store,Born to satisfy the youngest Suomy riders. The Stellar is the full face helmet affordable to everyone inspired by the previous Speedstar to complete the……,6,4,true
Suomy,Suomy X-Wing Reel Motocross Helmet,Off Road,Helmets,Off Road,Helmets > Off Road,Category fill: Helmets > Off Road (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,25500,suomy-x-wing-reel-motocross-helmet,Suomy X-Wing Reel Motocross Helmet,suomy-x-wing-reel-motocross-helmet,"X-WING is the direct descendent of MX SPEED, the helmet used by our #Suomy Riders in the best off-road categories. X-WING is a new generation… • Shell in ADT-Advanced in two sizes. • Protective Polystyrene in two sizes. • Optimal ventilation. • Four air intakes. Available in multiple sizes and/or colours — select your variant.",Buy Suomy X-Wing Reel Motocross Helmet | Mile 27 Store,"X-WING is the direct descendent of MX SPEED, the helmet used by our #Suomy Riders in the best off-road categories. X-WING is a new generation… Shell in…",18,6,true
Suomy,Suomy X-Wing Camouflager Motocross Helmet,Off Road,Helmets,Off Road,Helmets > Off Road,Category fill: Helmets > Off Road (score 54),High,Keep 12 variants (sizes/colours),Unique,High,High,25500,suomy-x-wing-camouflager-motocross-helmet,Suomy X-Wing Camouflager Motocross Helmet,suomy-x-wing-camouflager-motocross-helmet,"X-WING is the new born in 2020 Suomy collection, It’s the direct descendent of MX SPEED, the helmet used by our Suomy Riders in the… • Thermoplastic Shell. • 2 shell sizes. • wide field of vision. • ventilation system to obtain the maximum efficiency in heat dissipation inside the helmet. Available in multiple sizes and/or colours — select your variant.",Buy Suomy X-Wing Camouflager Motocross Helmet | Mile 27 Store,"X-WING is the new born in 2020 Suomy collection, It’s the direct descendent of MX SPEED, the helmet used by our Suomy Riders in the… Thermoplastic Shell.…",12,6,true
NoNoise,NoNoise Motorsport Noise Filter Ear Protection,Helmet Care,Maintenance,Helmet Care,Maintenance > Helmet Care,Brand selection: NoNoise (score 41),High,Single variant,Unique,Low,Low,4500,nonoise-motorsport-noise-filter-ear-protection,NoNoise Motorsport Noise Filter Ear Protection,nonoise-motorsport-noise-filter-ear-protection,"Wind noise while motorcycle riding regularly exceeds the levels at which hearing damage will occur. Protect your hearing without blocking the sounds you want to… • Reduces wind and road noise. • Allows communication and intercom use. • Preserves situational awareness. • Comfortable, washable and re-usable.",NoNoise Motorsport Noise Filter Ear Protection | Mile 27 Store,Wind noise while motorcycle riding regularly exceeds the levels at which hearing damage will occur. Protect your hearing without blocking the sounds you…,1,5,true
NoNoise,NoNoise Shooting Noise Filter Ear Protection,Helmet Care,Maintenance,Helmet Care,Maintenance > Helmet Care,Brand selection: NoNoise (score 41),High,Single variant,Unique,Low,Low,4500,nonoise-shooting-noise-filter-ear-protection,NoNoise Shooting Noise Filter Ear Protection,nonoise-shooting-noise-filter-ear-protection,"Gunfire noise while using firearms regularly exceeds the levels at which hearing damage will occur. Protect your hearing without blocking the sounds you want to… • Reduces shooting and blast noise. • Allows hearing of conversation and nature sounds. • Enhances situational awareness. • Comfortable, washable and re-usable.",Buy NoNoise Shooting Noise Filter Ear Protection | Mile 27 Store,Gunfire noise while using firearms regularly exceeds the levels at which hearing damage will occur. Protect your hearing without blocking the sounds you…,1,5,true
Pinlock,Pinlock Earplugs,Helmet Care,Maintenance,Helmet Care,Maintenance > Helmet Care,Brand selection: Pinlock (score 36),High,Single variant,Unique,Low,Low,4500,pinlock-earplugs,Pinlock Earplugs,pinlock-earplugs,"Hearing protection from Pinlock offers many advantages over conventional hearing protection. The integrated precision filter brings the wind down to a safer sound level while… • Made from silicone free medical grade TPE. • Noise reduction rate up to 24 DB. • Can be used in combination with an intercom system. • Comfortable filters allow airflow into ears, minimizing irritation and avoiding a blocked feeling of the ears.",Buy Pinlock Earplugs | Mile 27 Store,Hearing protection from Pinlock offers many advantages over conventional hearing protection. The integrated precision filter brings the wind down to a…,1,1,true
Alpinestars,Alpinestars RK-7 Plasma Knee Braces,Knee Guards,Protection,Knee Guards,Protection > Knee Guards,Category fill: Protection > Knee Guards (score 49),High,Keep 4 variants (sizes/colours),Unique,High,High,75000,alpinestars-rk-7-plasma-knee-braces,Alpinestars RK-7 Plasma Knee Braces,alpinestars-rk-7-plasma-knee-braces,"With a slim ergonomic design offering a high level of off-road performance and comfort during dynamic movement, the RK-7 PLASMA Knee Brace has been engineered… • Comes in a pair • This brace provides optimal structural integrity, rigidity and comfort, and thus reduces the risk of sustaining injuries to the m…. • The Ce-certified Level 1 RK-7 PLASMA Knee Brace provides optimal structural integrity, rigidity and comfort, and thus reduces the rider’s risk of s…. • The Nucleon PLASMA Knee protector ",Buy Alpinestars RK-7 Plasma Knee Braces | Mile 27 Store,"With a slim ergonomic design offering a high level of off-road performance and comfort during dynamic movement, the RK-7 PLASMA Knee Brace has been…",4,2,true
Alpinestars,Alpinestars Nucleon KR-1 Cell Back Protector,Back Protectors,Protection,Back Protectors,Protection > Back Protectors,Category fill: Protection > Back Protectors (score 49),High,Keep 5 variants (sizes/colours),Unique,High,High,26000,alpinestars-nucleon-kr-1-cell-back-protector,Alpinestars Nucleon KR-1 Cell Back Protector,alpinestars-nucleon-kr-1-cell-back-protector,"The Nucleon KR-1 Cell back protector incorporates race-orientated back protection. Featuring hard plastic lattice structured shell, this innovative back protector is uncompromising in safety and… • Height adjustable kidney belt featuring dual hook and loop closure system for easy, secure closure.. • Soft Bio-Foam padded chassis for maximum comfort.. • Extended lower back protector offers more protection to the rider.. • Compatible with the Nucleon KR-C protector by removing the adjustable straps",Buy Alpinestars Nucleon KR-1 Cell Back Protector | Mile 27 Store,"The Nucleon KR-1 Cell back protector incorporates race-orientated back protection. Featuring hard plastic lattice structured shell, this innovative back…",5,1,true
Alpinestars,Alpinestars Nucleon KR-Cell Back Protector,Back Protectors,Protection,Back Protectors,Protection > Back Protectors,Category fill: Protection > Back Protectors (score 49),High,Keep 5 variants (sizes/colours),Unique,High,High,20000,alpinestars-nucleon-kr-cell-back-protector,Alpinestars Nucleon KR-Cell Back Protector,alpinestars-nucleon-kr-cell-back-protector,Alpinestars Nucleon KR-Cell Back Protector • 3 waist-to-shoulder dimensions in order to cover all body sizes. • Back shell plates constructed from a high performance polymeric material blend for optimized flexibility and excellent weight-saving properties. • Highly perforated shells for maximum breathability and air flow. • Single injected compound shell constructed with triple layer design to absorb impacts. Available in multiple sizes and/or colours — select your variant.,Buy Alpinestars Nucleon KR-Cell Back Protector | Mile 27 Store,Alpinestars Nucleon KR-Cell Back Protector 3 waist-to-shoulder dimensions in order to cover all body sizes. Back shell plates constructed from a high…,5,1,true
Alpinestars,Alpinestars Bionic Flex Knee Protector,Knee Guards,Protection,Knee Guards,Protection > Knee Guards,Category fill: Protection > Knee Guards (score 49),High,Keep 2 variants (sizes/colours),Unique,High,High,18000,alpinestars-bionic-flex-knee-protector,Alpinestars Bionic Flex Knee Protector,alpinestars-bionic-flex-knee-protector,"Engineered for off-road riders, the Bionic Flex Knee Protectors are Alpinestars MX knee protectors delivering flexible, ventilated impact protection for motocross. Featuring highly perforated Nucleon… • Highly convenient and time-saving slip-on design with elasticated hems and silicon printing to prevent slippage and to help keep the protector secu…. • Knee Protector - En 1621-1:2012 Level 1.. • Extremely lightweight, durable and flexible protector constructed from a breathable stretch mesh for ",Buy Alpinestars Bionic Flex Knee Protector | Mile 27 Store,"Engineered for off-road riders, the Bionic Flex Knee Protectors are Alpinestars MX knee protectors delivering flexible, ventilated impact protection for…",2,2,true
Alpinestars,Alpinestars Nucleon KR-CELLi Back Protector,Back Protectors,Protection,Back Protectors,Protection > Back Protectors,Category fill: Protection > Back Protectors (score 49),High,Keep 3 variants (sizes/colours),Unique,High,High,13000,alpinestars-nucleon-kr-celli-back-protector,Alpinestars Nucleon KR-CELLi Back Protector,alpinestars-nucleon-kr-celli-back-protector,"Alpinestars Nucleon KR-CELLi Back Protector • The triple segmented back shell plate constructed of a polymeric material blend. • Unique cell micro-structure designed for advanced energy absorption, adaptivity, maximum breathability and air flow. • Ergonomic protection plate contours to the natural curve of the back. • Horizontal flexion groves for an adaptive fit in different riding position. Available in multiple sizes and/or colours — select your variant.",Buy Alpinestars Nucleon KR-CELLi Back Protector | Mile 27 Store,Alpinestars Nucleon KR-CELLi Back Protector The triple segmented back shell plate constructed of a polymeric material blend. Unique cell micro-structure…,3,1,true
Berik,Berik Protect-X Back Protector,Back Protectors,Protection,Back Protectors,Protection > Back Protectors,Brand selection: Berik (score 54),High,Keep 3 variants (sizes/colours),Unique,High,High,29000,berik-protect-x-back-protector,Berik Protect-X Back Protector,berik-protect-x-back-protector,The Berik Protect-X Back Protector provides optimal protection for the spine and can be worn comfortably under every jacket. • Level 2 protector. • Perforated plastic for ventilation. • The multi-plate construction adapts to the spine line when bending forward.. • Anti-torsion system protects the back against twisting. Available in multiple sizes and/or colours — select your variant.,Buy Berik Protect-X Back Protector | Mile 27 Store,The Berik Protect-X Back Protector provides optimal protection for the spine and can be worn comfortably under every jacket. Level 2 protector. Perforated…,3,3,true
EVS,EVS RS9 Knee Brace - PAIR,Knee Guards,Protection,Knee Guards,Protection > Knee Guards,Brand selection: EVS (score 54),High,Keep 4 variants (sizes/colours),Unique,High,High,46999,evs-rs9-knee-brace,EVS RS9 Knee Brace - PAIR,evs-rs9-knee-brace,The EVS RS9 Knee Brace offers lightweight comfort and protection. It’s constructed of a impact resistant injection molded shell with increased airflow to help keep… • FormFit frame. • Lightweight and impact resistant injection molded shell. • Provides impact protection and knee stabilization. • Tru-Motion 2.0 anatomically correct hinges. Available in multiple sizes and/or colours — select your variant.,Buy EVS RS9 Knee Brace - PAIR | Mile 27 Store,The EVS RS9 Knee Brace offers lightweight comfort and protection. It’s constructed of a impact resistant injection molded shell with increased airflow to…,4,6,true
EVS,EVS R4 Race Collar,Body Armour,Protection,Body Armour,Protection > Body Armour,Brand selection: EVS (score 39),High,Single variant,Unique,High,High,17000,evs-r4-race-collar,EVS R4 Race Collar,evs-r4-race-collar,"The EVS R4 is a lightweight, form fitting race collar offering protection against neck and collarbone injuries. The low profile design makes it a comfortable… • Hard molded upper surface disperses energy to the PU core. • Hi-tensile closed cell PU core absorbs impact energy. • Bio-foam liner provides extra impact absorption. • Lightweight and form fitting.",Buy EVS R4 Race Collar | Mile 27 Store,"The EVS R4 is a lightweight, form fitting race collar offering protection against neck and collarbone injuries. The low profile design makes it a…",1,2,true
Helite,Helite e-GP-Air Airbag Vest,Body Armour,Protection,Body Armour,Protection > Body Armour,Brand selection: Helite (score 44),High,Keep 6 variants (sizes/colours),Unique,High,High,120000,helite-e-gp-air-airbag-vest,Helite e-GP-Air Airbag Vest,helite-e-gp-air-airbag-vest,The Helite e-GP-Air offers a brand new technology for maximum protection on the track. A true revolution in protection and detection! The electronic airbag vest… • based on the Turtle Airbag model. • is triggered electronically. • very high abrasion resistance. • body-hugging fit with elastic material on the sides and space for the hump. Available in multiple sizes and/or colours — select your variant.,Buy Helite e-GP-Air Airbag Vest | Mile 27 Store,The Helite e-GP-Air offers a brand new technology for maximum protection on the track. A true revolution in protection and detection! The electronic…,6,2,true
Helite,Helite GP-AIR 2.0 Racing Airbag Vest,Body Armour,Protection,Body Armour,Protection > Body Armour,Brand selection: Helite (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,100000,helite-gp-air-2-0-racing-airbag-vest,Helite GP-AIR 2.0 Racing Airbag Vest,helite-gp-air-2-0-racing-airbag-vest,The airbag racing vest has been specially developed for the race track. Attention has been focused on aerodynamics with a perfect fit and a space… • mechanical release. • Airbag capacity: 18 litres. • Airbag filling time: 75 milliseconds. • SAS-Tec back protector EN1621-2. Available in multiple sizes and/or colours — select your variant.,Buy Helite GP-AIR 2.0 Racing Airbag Vest | Mile 27 Store,The airbag racing vest has been specially developed for the race track. Attention has been focused on aerodynamics with a perfect fit and a space……,6,9,true
Helite,Helite Turtle 2 Airbag Vest Hi-Viz Yellow (Mechanical Trigger),Body Armour,Protection,Body Armour,Protection > Body Armour,Brand selection: Helite (score 41),High,Keep 5 variants (sizes/colours),Unique,High,High,85000,helite-turtle-2-airbag-vest-hi-viz-yellow-mechanical-trigger,Helite Turtle 2 Airbag Vest Hi-Viz Yellow (Mechanical Trigger),helite-turtle-2-airbag-vest-hi-viz-yellow-mechanical-trigger,"Our best seller, the Turtle 2 is an airbag vest with a tether airbag system connected directly to the motorcycle with a lanyard. Ideal for… Available in multiple sizes and/or colours — select your variant.",Helite Turtle 2 Airbag Vest Hi-Viz Yellow (Mechanical Trigger)…,"Our best seller, the Turtle 2 is an airbag vest with a tether airbag system connected directly to the motorcycle with a lanyard. Ideal for…",5,3,false
Helite,Helite Turtle 2.0 Airbag Vest Black,Body Armour,Protection,Body Armour,Protection > Body Armour,Brand selection: Helite (score 49),High,Keep 7 variants (sizes/colours),Unique,High,High,84500,helite-turtle-2-0-airbag-vest-black,Helite Turtle 2.0 Airbag Vest Black,helite-turtle-2-0-airbag-vest-black,"The big advantage of the Helite Turtle 2.0 is its universal applicability, you only need one vest for the whole season, regardless of the outside… • mechanical release, thus maintenance-free. • Airbag capacity: 17 - 24 litres. • Airbag filling time: 80 - 100 milliseconds. • unlimited trigger number. Available in multiple sizes and/or colours — select your variant.",Buy Helite Turtle 2.0 Airbag Vest Black | Mile 27 Store,"The big advantage of the Helite Turtle 2.0 is its universal applicability, you only need one vest for the whole season, regardless of the outside……",7,2,true
Helite,Helite GP Air Track Airbag Vest,Body Armour,Protection,Body Armour,Protection > Body Armour,Brand selection: Helite (score 54),High,Keep 6 variants (sizes/colours),Unique,High,High,84400,helite-gp-air-track-airbag-vest,Helite GP Air Track Airbag Vest,helite-gp-air-track-airbag-vest,"Practical, lightweight and discreet with an aerodynamic design and flexible fit, the Helite GP Air Track Airbag Vest is specially developed for the race track.… • Full protection for the rider’s back, neck, spine, chest, ribs, pelvis, head, pancreas, liver, lungs, etc. with an inflation time​ of 75-millisecon…. • Turtle Technology is a similar principle to that of a motorcycle helmet: hard shell exterior with a soft impact interior. A big improvement on an. • Designed and tested on race tracks b",Buy Helite GP Air Track Airbag Vest | Mile 27 Store,"Practical, lightweight and discreet with an aerodynamic design and flexible fit, the Helite GP Air Track Airbag Vest is specially developed for the race…",6,6,true
Joe Rocket,Joe Rocket Speedmaster 2.0 Back Protector - LG,Back Protectors,Protection,Back Protectors,Protection > Back Protectors,Brand selection: Joe Rocket (score 26),High,Single variant,Unique,Medium,High,9000,joe-rocket-speedmaster-2-0-back-protector-lg,Joe Rocket Speedmaster 2.0 Back Protector - LG,joe-rocket-speedmaster-2-0-back-protector-lg,"To achieve maximum protection without sacrificing mobility, the Joe Rocket Speedmaster 2.0 replaces rigid plastic with a combination of 3D sculpted and articulated high density…",Joe Rocket Speedmaster 2.0 Back Protector - LG | Mile 27 Store,"To achieve maximum protection without sacrificing mobility, the Joe Rocket Speedmaster 2.0 replaces rigid plastic with a combination of 3D sculpted and…",1,1,false
Leatt,Leatt X-Frame Hybrid Knee Braces,Knee Guards,Protection,Knee Guards,Protection > Knee Guards,Category fill: Protection > Knee Guards (score 49),High,Keep 5 variants (sizes/colours),Unique,High,High,70000,leatt-x-frame-hybrid-knee-braces,Leatt X-Frame Hybrid Knee Braces,leatt-x-frame-hybrid-knee-braces,"The Leatt X-Frame Hybrid Knee Brace is made of lightweight but strong injected carbon composite material. Engineered to help reduce forces to the knee, the… • Injected Carbon Composite Frame. • Asymmetrical hinges. • 40% slimmer inner hinge for superior bike feel. • Metal geared outer hinge for precise movement and durability. Available in multiple sizes and/or colours — select your variant.",Buy Leatt X-Frame Hybrid Knee Braces | Mile 27 Store,"The Leatt X-Frame Hybrid Knee Brace is made of lightweight but strong injected carbon composite material. Engineered to help reduce forces to the knee,…",5,1,true
Leatt,Leatt Z-Frame Knee Braces,Knee Guards,Protection,Knee Guards,Protection > Knee Guards,Category fill: Protection > Knee Guards (score 54),High,Keep 10 variants (sizes/colours),Unique,High,High,42000,leatt-z-frame-knee-braces,Leatt Z-Frame Knee Braces,leatt-z-frame-knee-braces,"We learned a lot from developing our C-Frame and X-Frame knee braces, and we recognize the need for a great knee brace that won't break… • Injected Composite chassis. • Slim hinges for superior bike feel. • Aluminium hinge covers for rigidity and endurance. • Reduction of forces to limit knee injuries:. Available in multiple sizes and/or colours — select your variant.",Buy Leatt Z-Frame Knee Braces | Mile 27 Store,"We learned a lot from developing our C-Frame and X-Frame knee braces, and we recognize the need for a great knee brace that won't break… Injected…",10,4,true
Merlin,Merlin Universal Airbag,Body Armour,Protection,Body Armour,Protection > Body Armour,Brand selection: Merlin (score 44),High,Single variant,Unique,High,High,48200,merlin-universal-airbag,Merlin Universal Airbag,merlin-universal-airbag,"The Merlin Universal Airbag is a slip-on vest that works over any motorcycle jacket to provide Level 2 protection to your neck, spine and tailbone.… • Suitable to fit over any motorcycle jacket. • En1621/4 homologated level 2 motorcycle airbag. • Mechanical inflation time of 80 milliseconds. • Neck, spine and tailbone protection zones.",Buy Merlin Universal Airbag | Mile 27 Store,"The Merlin Universal Airbag is a slip-on vest that works over any motorcycle jacket to provide Level 2 protection to your neck, spine and tailbone.……",1,4,true
Merlin,Merlin Integrated Airbag,Body Armour,Protection,Body Armour,Protection > Body Armour,Brand selection: Merlin (score 44),High,Single variant,Unique,High,High,48200,merlin-integrated-airbag,Merlin Integrated Airbag,merlin-integrated-airbag,"The Merlin Integrated Airbag snaps onto selected Merlin Jackets to provide Level 2 protection to your neck, spine and tailbone. The Airbag inflates in 80… • En1621/4 homologated level 2 motorcycle airbag. • Mechanical inflation time of 80 milliseconds. • Neck, spine and tailbone protection zones. • 5 times more effective than a level 2 back protector.",Buy Merlin Integrated Airbag | Mile 27 Store,"The Merlin Integrated Airbag snaps onto selected Merlin Jackets to provide Level 2 protection to your neck, spine and tailbone. The Airbag inflates in 80……",1,5,true
